439	-0
11039	7368.71
11559	3878.91
11039	3958.26
11591	3930.78
12111	3973.29
11926	4012.25
22965	4055.99
34004	4742.46
45043	5207.14
56082	5542.57
67121	5796.09
78160	5994.44
89199	6153.87
100238	6284.8
111277	6394.25
122316	6487.1
133355	6566.87
144394	6636.13
155433	6696.84
166472	6750.49
177511	6798.23
188550	6841
199589	6879.54
210628	6914.44
221667	6946.19
232706	6975.2
243745	7001.82
254784	7026.32
265823	7048.95
276862	7069.91
287901	7089.39
298940	7107.54
309979	7124.48
321018	7140.34
332057	7155.21
343096	7169.18
354135	7182.34
365174	7194.75
376213	7206.47
387252	7217.56
376966	7228.08
387461	7228.3
398500	7238.26
408420	7247.72
419459	7256.73
408443	7265.3
419482	7273.49
430521	7281.3
441560	7288.76
452599	7295.9
441560	7302.74
452599	7309.3
463638	7315.59
474677	7321.63
463638	7327.43
474677	7333.02
485716	7338.39
496755	7343.56
485716	7348.55
496755	7353.36
507794	7358
518833	7362.48
507794	7366.81
518833	7371
529872	7375.05
540911	7378.97
529872	7382.77
540911	7386.44
551950	7390.01
562989	7393.47
551950	7396.82
562989	7400.08
574028	7403.24
585067	7406.31
574028	7409.3
585067	7412.2
596106	7415.02
607145	7417.77
618184	7420.45
607145	7423.05
618184	7425.59
629223	7428.06
640262	7430.47
629223	7432.82
640262	7435.11
651301	7437.35
662340	7439.53
651301	7441.66
662340	7443.74
673379	7445.78
684418	7447.76
673379	7449.7
684418	7451.6
695457	7453.46
706496	7455.27
695457	7457.05
706496	7458.78
717535	7460.48
728574	7462.15
717535	7463.78
728574	7465.37
739613	7466.94
750652	7468.47
761691	7469.97
750652	7471.45
761691	7472.89
772730	7474.3
783769	7475.69
772730	7477.06
783769	7478.39
794808	7479.7
805847	7480.99
794808	7482.25
805847	7483.49
816886	7484.71
827925	7485.91
816214	7487.08
827253	7488.24
838292	7489.37
849331	7490.49
838420	7491.59
849459	7492.66
860498	7493.72
871537	7494.77
860498	7495.79
871537	7496.8
882576	7497.79
893615	7498.77
904654	7499.73
893615	7500.67
904654	7501.6
915693	7502.52
926732	7503.42
915693	7504.31
926732	7505.18
937771	7506.04
948810	7506.89
937771	7507.73
948810	7508.55
959849	7509.36
970888	7510.16
959849	7510.95
970888	7511.72
981927	7512.49
992966	7513.24
981927	7513.99
992966	7514.72
1004005	7515.44
1015044	7516.16
1004005	7516.86
1015044	7517.55
1026083	7518.24
1037122	7518.91
1048161	7519.58
1037122	7520.24
1048161	7520.89
1059200	7521.53
1070239	7522.16
1059200	7522.78
1070239	7523.4
1081278	7524.01
1092317	7524.61
1081278	7525.2
1092317	7525.79
1103356	7526.36
1114395	7526.93
1103356	7527.5
1114395	7528.06
1125434	7528.61
1136473	7529.15
1125434	7529.69
1136473	7530.22
1147512	7530.74
1158551	7531.26
1147512	7531.77
1158551	7532.28
1169590	7532.78
1180629	7533.28
1191668	7533.77
1180629	7534.25
1191668	7534.73
1202707	7535.2
1213746	7535.67
1202707	7536.13
1213746	7536.59
1224785	7537.04
1235824	7537.49
1224785	7537.93
1235824	7538.37
1246863	7538.8
1257902	7539.23
1246863	7539.65
1257902	7540.07
1268941	7540.49
1279980	7540.9
1268941	7541.31
1279980	7541.71
1291019	7542.11
1302058	7542.5
1290915	7542.89
1301954	7543.28
1312993	7543.66
1324032	7544.04
1335071	7544.41
1324136	7544.78
1335175	7545.15
1346214	7545.51
1357253	7545.87
1346214	7546.23
1357253	7546.58
1368292	7546.93
1379331	7547.28
1368292	7547.62
1379331	7547.96
1390370	7548.3
1401409	7548.63
1390370	7548.96
1401409	7549.29
1412448	7549.61
1423487	7549.93
1412448	7550.25
1423487	7550.57
1434526	7550.88
1445565	7551.19
1434526	7551.49
1445565	7551.8
1456604	7552.1
1467643	7552.4
1478682	7552.69
1467643	7552.99
1478682	7553.28
1489721	7553.57
1500760	7553.85
1489721	7554.13
1500760	7554.41
1511799	7554.69
1522838	7554.97
1511799	7555.24
1522838	7555.51
