cwnd11 48180
cwnd11 49640
cwnd11 51100
cwnd11 52560
cwnd11 54020
cwnd11 55480
cwnd11 56940
cwnd11 58400
cwnd11 59860
cwnd11 61320
cwnd11 62780
cwnd11 64240
cwnd11 65700
cwnd11 67160
cwnd11 68620
cwnd11 70080
cwnd11 71540
cwnd7 72215
cwnd7 72890
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd7 73000
cwnd4 62050
cwnd7 62725
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd7 62780
cwnd4 53363
cwnd7 54038
cwnd7 54713
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54823
cwnd7 54993
cwnd7 55027
cwnd7 55061
cwnd7 55095
cwnd7 55129
cwnd7 55163
cwnd7 55197
cwnd7 55231
cwnd7 55265
cwnd7 55299
cwnd7 55333
cwnd7 55367
cwnd7 55401
cwnd7 55435
cwnd7 55469
cwnd7 55503
cwnd7 55537
cwnd7 55571
cwnd7 55605
cwnd7 55639
cwnd7 55673
cwnd7 55707
cwnd7 55741
cwnd7 55775
cwnd7 55809
cwnd7 55843
cwnd7 55877
cwnd7 55911
cwnd7 55945
cwnd7 55979
cwnd7 56013
cwnd7 56047
cwnd7 56081
cwnd7 56115
cwnd7 56149
cwnd7 56183
cwnd7 56217
cwnd7 56251
cwnd7 56285
cwnd7 56319
cwnd7 56353
cwnd7 56387
cwnd7 56421
cwnd7 56454
cwnd7 56487
cwnd7 56520
cwnd7 56553
cwnd7 56586
cwnd7 56619
cwnd7 56652
cwnd7 56685
cwnd7 56718
cwnd7 56751
cwnd7 56784
cwnd7 56817
cwnd7 56850
cwnd7 56883
cwnd7 56916
cwnd7 56949
cwnd7 56982
cwnd7 57015
cwnd7 57048
cwnd7 57081
cwnd7 57114
cwnd7 57147
cwnd7 57180
cwnd7 57213
cwnd7 57246
cwnd7 57279
cwnd7 57312
cwnd7 57345
cwnd7 57378
cwnd7 57411
cwnd7 57444
cwnd7 57477
cwnd7 57510
cwnd7 57543
cwnd7 57576
cwnd7 57609
cwnd7 57642
cwnd7 57675
cwnd7 57708
cwnd7 57741
cwnd7 57774
cwnd7 57807
cwnd7 57840
cwnd7 57873
cwnd7 57906
cwnd7 57939
cwnd7 57972
cwnd7 58005
cwnd7 58038
cwnd7 58071
cwnd7 58104
cwnd7 58137
cwnd7 58169
cwnd7 58201
cwnd7 58233
cwnd7 58265
cwnd7 58297
cwnd7 58329
cwnd7 58361
cwnd7 58393
cwnd7 58425
cwnd7 58457
cwnd7 58489
cwnd7 58521
cwnd7 58553
cwnd7 58585
cwnd7 58617
cwnd7 58649
cwnd7 58681
cwnd7 58713
cwnd7 58745
cwnd7 58777
cwnd7 58809
cwnd7 58841
cwnd7 58873
cwnd7 58905
cwnd7 58937
cwnd7 58969
cwnd7 59001
cwnd7 59033
cwnd7 59065
cwnd7 59097
cwnd7 59129
cwnd7 59161
cwnd7 59193
cwnd7 59225
cwnd7 59257
cwnd7 59289
cwnd7 59321
cwnd7 59353
cwnd7 59385
cwnd7 59417
cwnd7 59449
cwnd7 59481
cwnd7 59513
cwnd7 59545
cwnd7 59577
cwnd7 59609
cwnd7 59641
cwnd7 59673
cwnd7 59705
cwnd7 59737
cwnd7 59769
cwnd7 59801
cwnd7 59833
cwnd7 59865
cwnd7 59897
cwnd7 59929
cwnd7 59961
cwnd7 59992
cwnd7 60023
cwnd7 60054
cwnd7 60085
cwnd7 60116
cwnd7 60147
cwnd7 60178
cwnd7 60209
cwnd7 60240
cwnd7 60271
cwnd7 60302
cwnd7 60333
cwnd7 60364
cwnd7 60395
cwnd7 60426
cwnd7 60457
cwnd7 60488
cwnd7 60519
cwnd7 60550
cwnd7 60581
cwnd7 60612
cwnd7 60643
cwnd7 60674
cwnd7 60705
cwnd7 60736
cwnd7 60767
cwnd7 60798
cwnd4 51678
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
cwnd7 52038
